23.26507573,32.53822754,120,
28.06874426,28.49816829,120,
32.18126715,23.75638956,120,
35.50138044,18.42964967,120,
37.94733192,12.64911064,120,
39.45889415,6.55710853,120,
39.99884745,0.303648645,120,
39.55389638,-5.957288077,120,
38.13499711,-12.0715366,120,
35.77708764,-17.88854382,120,
32.53822754,-23.26507573,120,
28.49816829,-28.06874426,120,
23.75638956,-32.18126715,120,
18.42964967,-35.50138044,120,
12.64911064,-37.94733192,120,
6.55710853,-39.45889415,120,
0.303648645,-39.99884745,120,
-5.957288077,-39.55389638,120,
-12.0715366,-38.13499711,120,
-17.88854382,-35.77708764,120,
-23.26507573,-32.53822754,120,
-28.06874426,-28.49816829,120,
-32.18126715,-23.75638956,120,
-35.50138044,-18.42964967,120,
-37.94733192,-12.64911064,120,
-39.45889415,-6.55710853,120,
-39.99884745,-0.303648645,120,
-39.55389638,5.957288077,120,
-38.13499711,12.0715366,120,
-35.77708764,17.88854382,120,
-32.53822754,23.26507573,120,
-28.49816829,28.06874426,120,
-23.75638956,32.18126715,120,
